Name,g',r',i',claimedtype,redshift,alias,spectrum_count,in_anderson,in_cccp,in_pantheon,in_sanders,spec_class
SDSS-II SN 18973,3,7,3,Ia;Ia,0.555;0.451,SDSS-II SN 18973,0,0,0,0,0,0
SDSS-II SN 18978,12,13,14,II,,SDSS-II SN 18978,0,0,0,0,0,0
SDSS-II SN 18979,6,5,3,II,0.182378,SDSS-II SN 18979,0,0,0,0,0,0
SDSS-II SN 18982,4,10,12,II,,SDSS-II SN 18982,0,0,0,0,0,0
SDSS-II SN 18983,12,15,11,II,,SDSS-II SN 18983,0,0,0,0,0,0
SDSS-II SN 18986,15,12,9,II,,SDSS-II SN 18986,0,0,0,0,0,0
SDSS-II SN 18990,3,5,5,Ia;Ia,0.407;0.422;0.359,SDSS-II SN 18990,0,0,0,0,0,0
SDSS-II SN 18991,9,11,5,II,,SDSS-II SN 18991,0,0,0,0,0,0
SDSS-II SN 18993,5,7,9,Ia;Ia,0.303;0.269;0.472;0.481,SDSS-II SN 18993,0,0,0,0,0,0
SDSS-II SN 18997,8,13,12,II,,SDSS-II SN 18997,0,0,0,0,0,0
SDSS-II SN 18999,3,5,3,II,,SDSS-II SN 18999,0,0,0,0,0,0
SDSS-II SN 19000,9,8,10,Ia;Ia,0.286131,SDSS-II SN 19000,0,0,0,0,0,0
SDSS-II SN 19011,12,10,9,II,,SDSS-II SN 19011,0,0,0,0,0,0
SDSS-II SN 19014,4,4,5,Ia,,SDSS-II SN 19014,0,0,0,0,0,0
SDSS-II SN 19024,9,9,9,II,,SDSS-II SN 19024,0,0,0,0,0,0
SDSS-II SN 1903,19,20,20,II,0.090148,SDSS-II SN 1903,0,0,0,0,0,0
SDSS-II SN 19030,3,3,4,Ia,,SDSS-II SN 19030,0,0,0,0,0,0
SDSS-II SN 19032,7,8,7,Ia,,SDSS-II SN 19032,0,0,0,1,0,1
SDSS-II SN 19034,9,9,9,II,,SDSS-II SN 19034,0,0,0,0,0,0
SDSS-II SN 19042,6,8,5,II,,SDSS-II SN 19042,0,0,0,0,0,0
SDSS-II SN 19045,12,13,5,Ib/c,0.09247,SDSS-II SN 19045,0,0,0,0,0,0
SDSS-II SN 19047,5,4,8,II,0.412081,SDSS-II SN 19047,0,0,0,0,0,0
SDSS-II SN 19052,3,3,4,Ia;Ia,0.294615,SDSS-II SN 19052,0,0,0,0,0,0
SDSS-II SN 19059,5,8,9,Ia;Ia,0.378;0.326,SDSS-II SN 19059,0,0,0,0,0,0
SDSS-II SN 19063,12,12,5,II,,SDSS-II SN 19063,0,0,0,0,0,0
SDSS-II SN 19065,4,10,12,Ib/c;Ia,0.154496,SDSS-II SN 19065,0,0,0,0,0,0
SDSS-II SN 19069,3,4,3,Ia;Ia,0.437,SDSS-II SN 19069,0,0,0,0,0,0
SDSS-II SN 19073,12,11,7,II,,SDSS-II SN 19073,0,0,0,0,0,0
SDSS-II SN 19081,13,8,3,II,,SDSS-II SN 19081,0,0,0,0,0,0
SDSS-II SN 19091,3,5,5,Ia;Ia,0.571;0.568,SDSS-II SN 19091,0,0,0,0,0,0
SDSS-II SN 19098,9,8,4,II,,SDSS-II SN 19098,0,0,0,0,0,0
SDSS-II SN 19112,7,6,5,II,,SDSS-II SN 19112,0,0,0,0,0,0
SDSS-II SN 19114,10,9,5,II,,SDSS-II SN 19114,0,0,0,0,0,0
SDSS-II SN 19115,8,5,3,II,,SDSS-II SN 19115,0,0,0,0,0,0
SDSS-II SN 19118,13,12,10,II,,SDSS-II SN 19118,0,0,0,0,0,0
SDSS-II SN 19120,5,9,4,II,,SDSS-II SN 19120,0,0,0,0,0,0
SDSS-II SN 19131,6,4,3,II,,SDSS-II SN 19131,0,0,0,0,0,0
SDSS-II SN 19134,11,8,4,II,,SDSS-II SN 19134,0,0,0,0,0,0
SDSS-II SN 19137,10,11,11,II,0.055385,SDSS-II SN 19137,0,0,0,0,0,0
SDSS-II SN 19140,5,10,9,II;Ia,0.268;0.239,SDSS-II SN 19140,0,0,0,0,0,0
SDSS-II SN 19150,9,11,5,II,,SDSS-II SN 19150,0,0,0,0,0,0
SDSS-II SN 19154,4,4,4,II,,SDSS-II SN 19154,0,0,0,0,0,0
SDSS-II SN 19156,3,7,7,II,,SDSS-II SN 19156,0,0,0,0,0,0
SDSS-II SN 19175,5,5,4,Ia;Ia,0.317;0.278,SDSS-II SN 19175,0,0,0,0,0,0
SDSS-II SN 19181,15,11,4,II,,SDSS-II SN 19181,0,0,0,0,0,0
SDSS-II SN 19189,8,6,4,II,,SDSS-II SN 19189,0,0,0,0,0,0
SDSS-II SN 1919,8,4,4,II,,SDSS-II SN 1919,0,0,0,0,0,0
SDSS-II SN 19190,9,13,12,Ib/c,,SDSS-II SN 19190,0,0,0,0,0,0
SDSS-II SN 19192,7,4,4,II,,SDSS-II SN 19192,0,0,0,0,0,0
SDSS-II SN 19205,7,10,14,Ia;Ia,0.3346,SDSS-II SN 19205,0,0,0,0,0,0
SDSS-II SN 19209,5,9,11,Ib/c;Ia,0.128384,SDSS-II SN 19209,0,0,0,0,0,0
SDSS-II SN 1921,4,7,6,Ia;Ia,0.687;0.534,SDSS-II SN 1921,0,0,0,0,0,0
SDSS-II SN 19212,6,7,5,Ia,,SDSS-II SN 19212,0,0,0,0,0,0
SDSS-II SN 19215,9,6,6,II,,SDSS-II SN 19215,0,0,0,0,0,0
SDSS-II SN 19221,8,10,9,II,0.043,SDSS-II SN 19221,0,0,0,0,0,0
SDSS-II SN 19224,12,12,5,II,,SDSS-II SN 19224,0,0,0,0,0,0
SDSS-II SN 19229,14,13,12,II,,SDSS-II SN 19229,0,0,0,0,0,0
SDSS-II SN 19244,8,9,3,II,,SDSS-II SN 19244,0,0,0,0,0,0
SDSS-II SN 19308,4,7,3,Ia,,SDSS-II SN 19308,0,0,0,0,0,0
SDSS-II SN 19319,6,9,10,II,0.150863,SDSS-II SN 19319,0,0,0,0,0,0
SDSS-II SN 19322,6,9,5,Ia,0.311,SDSS-II SN 19322,0,0,0,0,0,0
SDSS-II SN 19325,14,12,5,II,,SDSS-II SN 19325,0,0,0,0,0,0
SDSS-II SN 19332,6,5,7,Ia,0.294,SDSS-II SN 19332,0,0,0,0,0,0
SDSS-II SN 19334,4,5,5,Ia;Ia,0.342,SDSS-II SN 19334,0,0,0,0,0,0
SDSS-II SN 19335,3,5,4,Ia;Ia,0.350692,SDSS-II SN 19335,0,0,0,0,0,0
SDSS-II SN 19336,4,5,8,Ia;Ia,0.386;0.427;0.361,SDSS-II SN 19336,0,0,0,0,0,0
SDSS-II SN 19338,6,4,4,Ia;Ia,0.258;0.231,SDSS-II SN 19338,0,0,0,0,0,0
SDSS-II SN 19339,4,7,7,Ia;Ia,0.319;0.0785,SDSS-II SN 19339,0,0,0,0,0,0
SDSS-II SN 19344,4,3,3,Ia;Ia,0.299019,SDSS-II SN 19344,0,0,0,0,0,0
SDSS-II SN 19346,4,6,4,Ia;Ia,0.361973,SDSS-II SN 19346,0,0,0,0,0,0
SDSS-II SN 19347,6,9,10,Ia;Ia,0.259043,SDSS-II SN 19347,0,0,0,0,0,0
SDSS-II SN 19350,5,3,4,Ia,,SDSS-II SN 19350,0,0,0,0,0,0
SDSS-II SN 19352,5,3,6,Ia;Ia,0.334;0.233,SDSS-II SN 19352,0,0,0,0,0,0
SDSS-II SN 19373,9,11,9,II,,SDSS-II SN 19373,0,0,0,0,0,0
SDSS-II SN 19379,9,10,5,II,,SDSS-II SN 19379,0,0,0,0,0,0
SDSS-II SN 19387,11,8,6,II,,SDSS-II SN 19387,0,0,0,0,0,0
SDSS-II SN 19395,8,4,3,II,,SDSS-II SN 19395,0,0,0,0,0,0
SDSS-II SN 19399,7,10,9,Ia;Ia,0.251;0.273;0.242,SDSS-II SN 19399,0,0,0,0,0,0
SDSS-II SN 19400,10,11,7,II,,SDSS-II SN 19400,0,0,0,0,0,0
SDSS-II SN 19408,5,7,4,Ia,,SDSS-II SN 19408,0,0,0,0,0,0
SDSS-II SN 19424,5,7,5,Ia;Ia,0.364553,SDSS-II SN 19424,0,0,0,0,0,0
SDSS-II SN 19428,7,5,5,II,0.0903,SDSS-II SN 19428,0,0,0,0,0,0
SDSS-II SN 19434,6,3,4,Ia;Ia,0.157646,SDSS-II SN 19434,0,0,0,0,0,0
SDSS-II SN 19438,12,14,12,II,,SDSS-II SN 19438,0,0,0,0,0,0
SDSS-II SN 19449,5,5,5,Ia;Ia,0.330917,SDSS-II SN 19449,0,0,0,0,0,0
SDSS-II SN 19461,6,4,7,Ia;Ia,0.244,SDSS-II SN 19461,0,0,0,0,0,0
SDSS-II SN 19465,11,10,9,II;Ia,0.283;0.253,SDSS-II SN 19465,0,0,0,0,0,0
SDSS-II SN 19467,6,5,4,Ia;Ia,0.302;0.135;0.126,SDSS-II SN 19467,0,0,0,1,0,1
SDSS-II SN 19468,5,12,9,Ia;Ia,0.669;0.522,SDSS-II SN 19468,0,0,0,0,0,0
SDSS-II SN 19487,12,8,6,II,,SDSS-II SN 19487,0,0,0,0,0,0
SDSS-II SN 19490,5,4,6,Ia;Ia,0.184;0.169,SDSS-II SN 19490,0,0,0,0,0,0
SDSS-II SN 19499,8,9,5,Ia,,SDSS-II SN 19499,0,0,0,0,0,0
SDSS-II SN 19504,5,5,3,II,0.215,SDSS-II SN 19504,0,0,0,0,0,0
SDSS-II SN 19510,11,10,8,II,,SDSS-II SN 19510,0,0,0,0,0,0
SDSS-II SN 19515,13,15,8,II,,SDSS-II SN 19515,0,0,0,0,0,0
SDSS-II SN 19517,3,4,5,Ia,0.173583,SDSS-II SN 19517,0,0,0,0,0,0
SDSS-II SN 19524,10,15,9,II,,SDSS-II SN 19524,0,0,0,0,0,0
SDSS-II SN 19530,7,11,3,II,,SDSS-II SN 19530,0,0,0,0,0,0
SDSS-II SN 19537,6,11,10,II,,SDSS-II SN 19537,0,0,0,0,0,0
SDSS-II SN 19538,11,13,5,II,,SDSS-II SN 19538,0,0,0,0,0,0
SDSS-II SN 19539,11,11,10,II,,SDSS-II SN 19539,0,0,0,0,0,0
SDSS-II SN 19555,4,8,4,Ia,,SDSS-II SN 19555,0,0,0,0,0,0
SDSS-II SN 19563,11,4,4,II,,SDSS-II SN 19563,0,0,0,0,0,0
SDSS-II SN 19573,3,7,3,Ia,,SDSS-II SN 19573,0,0,0,0,0,0
SDSS-II SN 19575,5,5,3,Ia,,SDSS-II SN 19575,0,0,0,0,0,0
SDSS-II SN 19582,3,5,4,Ia;Ia,0.361;0.313,SDSS-II SN 19582,0,0,0,0,0,0
SDSS-II SN 19592,9,5,3,II,,SDSS-II SN 19592,0,0,0,0,0,0
SDSS-II SN 19600,4,7,7,II,,SDSS-II SN 19600,0,0,0,0,0,0
SDSS-II SN 1963,7,7,6,II,,SDSS-II SN 1963,0,0,0,0,0,0
SDSS-II SN 19636,9,9,9,Ia,,SDSS-II SN 19636,0,0,0,0,0,0
SDSS-II SN 19640,8,8,8,II,0.10967,SDSS-II SN 19640,0,0,0,0,0,0
SDSS-II SN 19645,8,7,6,II,,SDSS-II SN 19645,0,0,0,0,0,0
SDSS-II SN 19682,11,7,3,II,,SDSS-II SN 19682,0,0,0,0,0,0
SDSS-II SN 19683,12,14,8,II,,SDSS-II SN 19683,0,0,0,0,0,0
SDSS-II SN 19686,13,14,7,II,,SDSS-II SN 19686,0,0,0,0,0,0
SDSS-II SN 19692,11,12,7,II,,SDSS-II SN 19692,0,0,0,0,0,0
SDSS-II SN 19699,13,7,4,II,,SDSS-II SN 19699,0,0,0,0,0,0
SDSS-II SN 19700,14,10,4,II,,SDSS-II SN 19700,0,0,0,0,0,0
SDSS-II SN 19711,6,4,3,II,,SDSS-II SN 19711,0,0,0,0,0,0
SDSS-II SN 19721,10,6,7,II,,SDSS-II SN 19721,0,0,0,0,0,0
SDSS-II SN 19723,11,11,9,Ia;Ia,0.255413,SDSS-II SN 19723,0,0,0,0,0,0
SDSS-II SN 19724,14,9,6,II,,SDSS-II SN 19724,0,0,0,0,0,0
SDSS-II SN 19725,5,6,6,II,,SDSS-II SN 19725,0,0,0,0,0,0
SDSS-II SN 19728,7,7,5,II,,SDSS-II SN 19728,0,0,0,0,0,0
SDSS-II SN 19731,4,10,8,II,0.144637,SDSS-II SN 19731,0,0,0,0,0,0
SDSS-II SN 19733,9,13,11,II,,SDSS-II SN 19733,0,0,0,0,0,0
SDSS-II SN 19737,15,13,9,II,,SDSS-II SN 19737,0,0,0,0,0,0
SDSS-II SN 19738,3,12,11,II,,SDSS-II SN 19738,0,0,0,0,0,0
SDSS-II SN 19748,7,5,6,II,,SDSS-II SN 19748,0,0,0,0,0,0
SDSS-II SN 1975,10,8,7,II,,SDSS-II SN 1975,0,0,0,0,0,0
SDSS-II SN 19751,7,9,7,II,0.592948,SDSS-II SN 19751,0,0,0,0,0,0
SDSS-II SN 19764,4,6,4,Ia;Ia,0.405473,SDSS-II SN 19764,0,0,0,0,0,0
SDSS-II SN 19769,5,5,6,Ia;Ia,0.252512,SDSS-II SN 19769,0,0,0,0,0,0
SDSS-II SN 19772,3,4,3,Ib/c;Ia,0.175149,SDSS-II SN 19772;2MASS J00503990-0102312,0,0,0,0,0,0
SDSS-II SN 19776,5,7,4,Ia;Ia,0.391;0.334,SDSS-II SN 19776,0,0,0,0,0,0
SDSS-II SN 19778,6,8,7,Ia;Ia,0.39657,SDSS-II SN 19778,0,0,0,0,0,0
SDSS-II SN 19780,5,5,3,II,,SDSS-II SN 19780,0,0,0,0,0,0
SDSS-II SN 19781,14,11,6,II,,SDSS-II SN 19781,0,0,0,0,0,0
SDSS-II SN 19784,3,5,4,Ia;Ia,0.220567,SDSS-II SN 19784,0,0,0,0,0,0
SDSS-II SN 1979,3,4,3,Ia;Ia,0.286893,SDSS-II SN 1979,0,0,0,0,0,0
SDSS-II SN 1980,6,4,3,II,,SDSS-II SN 1980,0,0,0,0,0,0
SDSS-II SN 19804,3,4,3,Ia,0.217599,SDSS-II SN 19804,0,0,0,0,0,0
SDSS-II SN 1982,9,8,6,II,,SDSS-II SN 1982,0,0,0,0,0,0
SDSS-II SN 19834,9,9,3,II,,SDSS-II SN 19834,0,0,0,0,0,0
SDSS-II SN 19848,7,11,7,Ia,0.262,SDSS-II SN 19848,0,0,0,0,0,0
SDSS-II SN 1991,4,4,3,Ia;Ia,0.315484,SDSS-II SN 1991,0,0,0,0,0,0
SDSS-II SN 19942,12,12,12,II,,SDSS-II SN 19942,0,0,0,0,0,0
SDSS-II SN 19943,5,7,4,II,,SDSS-II SN 19943,0,0,0,0,0,0
SDSS-II SN 19986,7,8,7,Ia;Ia,0.363;0.355;0.307,SDSS-II SN 19986,0,0,0,0,0,0
SDSS-II SN 19987,3,5,5,Ib/c;Ia;Ia,0.255;0.396,SDSS-II SN 19987,0,0,0,0,0,0
SDSS-II SN 20033,6,7,6,Ia;Ia,0.253644,SDSS-II SN 20033,0,0,0,0,0,0
SDSS-II SN 20043,8,8,5,Ia;Ia,0.346;0.302,SDSS-II SN 20043,0,0,0,0,0,0
SDSS-II SN 20045,7,8,7,II,,SDSS-II SN 20045,0,0,0,0,0,0
SDSS-II SN 20046,6,5,5,Ia;Ia,0.263952,SDSS-II SN 20046,0,0,0,0,0,0
SDSS-II SN 20065,4,6,4,Ia;Ia,0.309838,SDSS-II SN 20065,0,0,0,0,0,0
SDSS-II SN 20090,7,7,9,Ia;Ia,0.201;0.191;0.175,SDSS-II SN 20090,0,0,0,0,0,0
SDSS-II SN 20104,6,5,6,Ia,0.178292,SDSS-II SN 20104,0,0,0,0,0,0
SDSS-II SN 20127,10,10,5,II,,SDSS-II SN 20127,0,0,0,0,0,0
SDSS-II SN 20128,4,5,4,Ia;Ia,0.196;0.179,SDSS-II SN 20128,0,0,0,0,0,0
SDSS-II SN 20141,4,5,6,Ia;Ia,0.3415,SDSS-II SN 20141,0,0,0,0,0,0
SDSS-II SN 20171,7,10,10,Ia,0.489;0.501,SDSS-II SN 20171,0,0,0,0,0,0
SDSS-II SN 20214,5,10,9,II,,SDSS-II SN 20214,0,0,0,0,0,0
SDSS-II SN 20216,12,11,5,II,,SDSS-II SN 20216,0,0,0,0,0,0
SDSS-II SN 20217,7,8,6,Ia;Ia,0.368842,SDSS-II SN 20217,0,0,0,0,0,0
SDSS-II SN 20218,6,5,5,II,0.154405,SDSS-II SN 20218,0,0,0,0,0,0
SDSS-II SN 20231,4,6,6,Ia;Ia,0.376684,SDSS-II SN 20231,0,0,0,0,0,0
SDSS-II SN 20247,15,10,6,II,,SDSS-II SN 20247,0,0,0,0,0,0
SDSS-II SN 20251,4,4,3,II,,SDSS-II SN 20251,0,0,0,0,0,0
SDSS-II SN 20257,4,6,3,Ia,0.301715,SDSS-II SN 20257,0,0,0,0,0,0
SDSS-II SN 20266,8,5,3,II,,SDSS-II SN 20266,0,0,0,0,0,0
SDSS-II SN 20271,11,10,7,II,,SDSS-II SN 20271,0,0,0,0,0,0
SDSS-II SN 20272,4,7,3,Ia;Ia,0.414;0.397;0.615,SDSS-II SN 20272,0,0,0,0,0,0
SDSS-II SN 20273,4,5,3,Ia;Ia,0.469041,SDSS-II SN 20273,0,0,0,0,0,0
SDSS-II SN 20278,5,6,4,Ia,0.325,SDSS-II SN 20278,0,0,0,0,0,0
SDSS-II SN 20279,8,9,4,II,,SDSS-II SN 20279,0,0,0,0,0,0
SDSS-II SN 20284,11,7,8,II,,SDSS-II SN 20284,0,0,0,0,0,0
SDSS-II SN 20295,10,9,5,II,,SDSS-II SN 20295,0,0,0,0,0,0
SDSS-II SN 20301,3,4,5,Ib/c,,SDSS-II SN 20301,0,0,0,0,0,0
SDSS-II SN 20323,4,6,3,Ia;Ia,0.111;0.104,SDSS-II SN 20323,0,0,0,0,0,0
SDSS-II SN 20324,9,8,4,II,,SDSS-II SN 20324,0,0,0,0,0,0
SDSS-II SN 20327,14,3,3,II,,SDSS-II SN 20327,0,0,0,0,0,0
SDSS-II SN 20334,6,7,6,II,,SDSS-II SN 20334,0,0,0,0,0,0
SDSS-II SN 20352,8,9,7,II,,SDSS-II SN 20352,0,0,0,0,0,0
SDSS-II SN 20360,6,11,8,II,,SDSS-II SN 20360,0,0,0,0,0,0
SDSS-II SN 20369,11,11,7,II,,SDSS-II SN 20369,0,0,0,0,0,0
SDSS-II SN 20380,8,5,5,II,,SDSS-II SN 20380,0,0,0,0,0,0
SDSS-II SN 20394,4,6,4,Ia;Ia,0.0757,SDSS-II SN 20394,0,0,0,0,0,0
SDSS-II SN 20397,6,6,6,Ia;Ia,0.312;0.276,SDSS-II SN 20397,0,0,0,0,0,0
SDSS-II SN 20399,5,4,3,Ia,0.177108,SDSS-II SN 20399,0,0,0,0,0,0
SDSS-II SN 20401,4,6,4,II,,SDSS-II SN 20401,0,0,0,0,0,0
SDSS-II SN 20405,9,8,6,II;Ia,0.254;0.228,SDSS-II SN 20405,0,0,0,0,0,0
SDSS-II SN 20408,4,7,8,Ia;Ia,0.308;0.271,SDSS-II SN 20408,0,0,0,0,0,0
SDSS-II SN 20411,4,7,5,Ia,,SDSS-II SN 20411,0,0,0,0,0,0
SDSS-II SN 20415,10,10,3,II,,SDSS-II SN 20415,0,0,0,0,0,0
SDSS-II SN 20416,7,10,4,II,,SDSS-II SN 20416,0,0,0,0,0,0
SDSS-II SN 20417,11,9,4,II,,SDSS-II SN 20417,0,0,0,0,0,0
SDSS-II SN 2042,9,11,10,II,,SDSS-II SN 2042,0,0,0,0,0,0
SDSS-II SN 20435,3,5,4,Ia;Ia,0.340192,SDSS-II SN 20435,0,0,0,0,0,0
SDSS-II SN 20436,7,3,8,II,,SDSS-II SN 20436,0,0,0,0,0,0
SDSS-II SN 20438,11,8,4,II,,SDSS-II SN 20438,0,0,0,0,0,0
SDSS-II SN 20444,11,5,3,II,,SDSS-II SN 20444,0,0,0,0,0,0
SDSS-II SN 20455,10,15,3,II,,SDSS-II SN 20455,0,0,0,0,0,0
SDSS-II SN 20459,9,4,3,II,,SDSS-II SN 20459,0,0,0,0,0,0
SDSS-II SN 20460,8,3,3,II,,SDSS-II SN 20460,0,0,0,0,0,0
SDSS-II SN 20467,4,4,3,Ia,0.27095,SDSS-II SN 20467,0,0,0,0,0,0
SDSS-II SN 20473,10,4,6,II,,SDSS-II SN 20473,0,0,0,0,0,0
SDSS-II SN 20491,7,6,6,Ia;Ia,0.228;0.212;0.193,SDSS-II SN 20491,0,0,0,0,0,0
SDSS-II SN 20496,8,7,7,II,,SDSS-II SN 20496,0,0,0,0,0,0
SDSS-II SN 20497,6,7,5,Ia;Ia,0.333;0.374;0.323,SDSS-II SN 20497,0,0,0,0,0,0
SDSS-II SN 2050,5,3,5,II,,SDSS-II SN 2050,0,0,0,0,0,0
SDSS-II SN 20501,7,9,6,Ia,,SDSS-II SN 20501,0,0,0,0,0,0
SDSS-II SN 20503,12,9,4,II,,SDSS-II SN 20503,0,0,0,0,0,0
SDSS-II SN 20505,10,8,10,II,,SDSS-II SN 20505,0,0,0,0,0,0
SDSS-II SN 20507,10,3,3,II,,SDSS-II SN 20507,0,0,0,0,0,0
SDSS-II SN 20508,4,6,4,II,,SDSS-II SN 20508,0,0,0,0,0,0
SDSS-II SN 20512,7,7,3,II,,SDSS-II SN 20512,0,0,0,0,0,0
SDSS-II SN 20514,6,7,6,Ia;Ia,0.404404,SDSS-II SN 20514,0,0,0,0,0,0
SDSS-II SN 20516,10,7,3,II,,SDSS-II SN 20516,0,0,0,0,0,0
SDSS-II SN 20517,6,7,5,Ia,,SDSS-II SN 20517,0,0,0,0,0,0
SDSS-II SN 20539,11,9,4,II,,SDSS-II SN 20539,0,0,0,0,0,0
SDSS-II SN 20542,4,4,5,Ia,,SDSS-II SN 20542,0,0,0,0,0,0
SDSS-II SN 20543,6,11,3,II,,SDSS-II SN 20543,0,0,0,0,0,0
SDSS-II SN 20553,3,5,5,Ia;Ia,0.348806,SDSS-II SN 20553,0,0,0,0,0,0
SDSS-II SN 20554,8,7,5,II,,SDSS-II SN 20554,0,0,0,0,0,0
SDSS-II SN 20561,9,6,4,II,,SDSS-II SN 20561,0,0,0,0,0,0
SDSS-II SN 20572,4,5,4,Ia,,SDSS-II SN 20572,0,0,0,0,0,0
SDSS-II SN 20576,9,8,3,II,,SDSS-II SN 20576,0,0,0,0,0,0
SDSS-II SN 2059,4,4,6,II,,SDSS-II SN 2059,0,0,0,0,0,0
SDSS-II SN 20590,6,7,8,Ia;Ia,0.102;0.0959,SDSS-II SN 20590,0,0,0,0,0,0
SDSS-II SN 20591,5,8,8,Ia;Ia,0.144;0.134,SDSS-II SN 20591,0,0,0,0,0,0
SDSS-II SN 20593,7,9,7,II,,SDSS-II SN 20593,0,0,0,0,0,0
SDSS-II SN 20596,4,5,5,Ia;Ia,0.214973,SDSS-II SN 20596,0,0,0,0,0,0
SDSS-II SN 20599,8,7,4,II,,SDSS-II SN 20599,0,0,0,0,0,0
SDSS-II SN 2060,6,10,8,II,,SDSS-II SN 2060,0,0,0,0,0,0
SDSS-II SN 20603,11,11,10,II,,SDSS-II SN 20603,0,0,0,0,0,0
SDSS-II SN 20604,7,3,4,II,,SDSS-II SN 20604,0,0,0,0,0,0
SDSS-II SN 20605,11,12,12,II,,SDSS-II SN 20605,0,0,0,0,0,0
SDSS-II SN 20613,3,5,7,Ia;Ia,0.375039,SDSS-II SN 20613,0,0,0,0,0,0
SDSS-II SN 20615,6,8,5,II,,SDSS-II SN 20615,0,0,0,0,0,0
SDSS-II SN 20617,5,11,9,II,,SDSS-II SN 20617,0,0,0,0,0,0
SDSS-II SN 20619,3,4,3,Ia,,SDSS-II SN 20619,0,0,0,0,0,0
SDSS-II SN 20628,10,7,5,II,,SDSS-II SN 20628,0,0,0,0,0,0
SDSS-II SN 2063,13,13,13,II,0.192931,SDSS-II SN 2063,0,0,0,0,0,0
SDSS-II SN 20644,10,4,3,II,,SDSS-II SN 20644,0,0,0,0,0,0
SDSS-II SN 20646,12,10,5,II,,SDSS-II SN 20646,0,0,0,0,0,0
SDSS-II SN 20663,7,5,3,Ia;Ia,0.299569,SDSS-II SN 20663,0,0,0,0,0,0
SDSS-II SN 20678,5,4,3,Ia,0.205733,SDSS-II SN 20678,0,0,0,0,0,0
SDSS-II SN 20686,6,7,4,II,,SDSS-II SN 20686,0,0,0,0,0,0
SDSS-II SN 20695,3,8,3,II,,SDSS-II SN 20695,0,0,0,0,0,0
SDSS-II SN 20719,4,4,3,Ia;Ia,0.373119,SDSS-II SN 20719,0,0,0,0,0,0
SDSS-II SN 20721,5,7,6,Ia;Ia,0.2118,SDSS-II SN 20721,0,0,0,0,0,0
SDSS-II SN 20727,6,5,3,Ia,,SDSS-II SN 20727,0,0,0,0,0,0
SDSS-II SN 20746,8,6,7,II,,SDSS-II SN 20746,0,0,0,0,0,0
SDSS-II SN 20767,11,10,5,II,,SDSS-II SN 20767,0,0,0,0,0,0
SDSS-II SN 20771,5,3,3,II,,SDSS-II SN 20771,0,0,0,0,0,0
SDSS-II SN 2078,3,4,4,Ia;Ia,0.323773,SDSS-II SN 2078,0,0,0,0,0,0
SDSS-II SN 20791,4,4,4,Ia;Ia,0.335856,SDSS-II SN 20791,0,0,0,0,0,0
SDSS-II SN 20805,4,6,5,Ia,0.34033,SDSS-II SN 20805,0,0,0,0,0,0
SDSS-II SN 20806,3,7,7,II,,SDSS-II SN 20806,0,0,0,0,0,0
SDSS-II SN 20819,7,3,3,II,0.318,SDSS-II SN 20819,0,0,0,0,0,0
SDSS-II SN 20820,6,3,4,II,,SDSS-II SN 20820,0,0,0,0,0,0
SDSS-II SN 20828,3,4,3,Ia;Ia,0.358376,SDSS-II SN 20828,0,0,0,0,0,0
SDSS-II SN 20837,5,4,3,II,,SDSS-II SN 20837,0,0,0,0,0,0
SDSS-II SN 20853,7,3,4,II,,SDSS-II SN 20853,0,0,0,0,0,0
SDSS-II SN 20860,9,11,3,II,,SDSS-II SN 20860,0,0,0,0,0,0
SDSS-II SN 20861,15,11,3,II,,SDSS-II SN 20861,0,0,0,0,0,0
SDSS-II SN 20870,6,7,6,Ia;Ia,0.267532,SDSS-II SN 20870,0,0,0,0,0,0
SDSS-II SN 20874,4,5,5,Ib/c,0.130635,SDSS-II SN 20874,0,0,0,0,0,0
SDSS-II SN 20877,5,3,3,Ia;Ia,0.288;0.255,SDSS-II SN 20877,0,0,0,0,0,0
SDSS-II SN 20891,3,4,4,Ia,,SDSS-II SN 20891,0,0,0,0,0,0
SDSS-II SN 20892,10,10,3,II,,SDSS-II SN 20892,0,0,0,0,0,0
SDSS-II SN 20895,3,4,4,Ia,,SDSS-II SN 20895,0,0,0,0,0,0
SDSS-II SN 20905,5,7,4,II,,SDSS-II SN 20905,0,0,0,0,0,0
SDSS-II SN 20908,7,3,3,II,,SDSS-II SN 20908,0,0,0,0,0,0
SDSS-II SN 20916,3,6,3,Ia;Ia,0.362181,SDSS-II SN 20916,0,0,0,0,0,0
SDSS-II SN 20920,3,6,3,Ia;Ia,0.481,SDSS-II SN 20920,0,0,0,0,0,0
SDSS-II SN 20925,7,6,8,II,,SDSS-II SN 20925,0,0,0,0,0,0
SDSS-II SN 20926,3,4,3,Ia,0.230203,SDSS-II SN 20926,0,0,0,0,0,0
SDSS-II SN 2093,15,15,11,II,,SDSS-II SN 2093,0,0,0,0,0,0
SDSS-II SN 20932,7,3,5,Ia,,SDSS-II SN 20932,0,0,0,0,0,0
SDSS-II SN 20947,6,4,4,II,,SDSS-II SN 20947,0,0,0,0,0,0
SDSS-II SN 20953,4,6,5,Ia;Ia,0.289;0.255;0.359;0.367,SDSS-II SN 20953,0,0,0,0,0,0
SDSS-II SN 20956,4,5,4,II,0.183368,SDSS-II SN 20956,0,0,0,0,0,0
